Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201836148,12-02-18,08:57,32750,Compliance,0.38,0.45,,<1,<1
201836149,12-02-18,09:58,33150,Compliance,0.72,0.16,,<1,<1
201836150,12-02-18,09:24,33850,Compliance,0.46,0.79,,<1,<1
201836151,12-02-18,10:43,3SC26,Operational,0.79,0.13,,<1,<1
201836156,12-02-18,09:40,25050,Compliance,0.59,0.89,,<1,<1
201836157,12-02-18,12:23,41550,Compliance,0.85,1.03,,<1,<1
201836158,12-02-18,08:52,43050,Compliance,0.54,0.68,,<1,<1
201836159,12-02-18,10:16,45750,Compliance,0.39,0.71,,<1,<1
201836160,12-02-18,11:19,76850,Compliance,0.71,0.81,,<1,<1
201836161,12-02-18,10:49,77350,Compliance,0.49,0.69,,<1,<1
201836162,12-02-18,11:48,78450,Compliance,0.36,0.57,,<1,<1
201800216,01-03-18,10:32,1S03,Operational,0.83,0.79,0.71,<1,<1
201800217,01-03-18,09:20,1S03A,Operational,0.92,0.95,0.7,<1,<1
201800219,01-03-18,09:45,1SCL1,Operational,0.85,0.91,0.71,<1,<1
201800220,01-03-18,09:18,1SCH3,Operational,0.87,0.91,0.7,<1,<1
201800221,01-03-18,10:04,10750,Compliance,0.82,0.82,0.71,<1,<1
201800222,01-03-18,12:34,21550,Compliance,0.66,0.76,0.71,<1,<1
201800223,01-03-18,09:29,22250,Compliance,0.74,0.82,0.72,<1,<1
201800224,01-03-18,10:52,22950,Compliance,0.56,1.14,0.7,<1,<1
201800225,01-03-18,10:10,26850,Compliance,0.74,0.76,0.71,<1,<1
201800226,01-03-18,08:05,30150,Compliance,0.62,0.85,0.7,<1,<1
201800227,01-03-18,08:55,31050,Compliance,0.65,1.00,0.72,<1,<1
201800228,01-03-18,09:43,31650,Compliance,0.70,0.91,0.71,<1,<1
201800229,01-03-18,09:43,31950,Compliance,0.67,0.92,0.71,<1,<1
201800230,01-03-18,08:52,33550,Compliance,0.59,0.87,0.71,<1,<1
201800231,01-03-18,10:35,35750,Compliance,0.61,0.74,0.71,<1,<1
201800232,01-03-18,10:38,37450,Compliance,0.65,0.87,0.71,<1,<1
201800233,01-03-18,11:28,3SC26,Operational,0.80,0.83,0.72,<1,<1
201800234,01-03-18,09:52,44450,Compliance,0.30,0.65,0.71,<1,<1
201800235,01-03-18,09:44,46150,Compliance,0.74,0.82,0.73,<1,<1
201800236,01-03-18,08:55,47550,Compliance,0.46,0.63,0.72,<1,<1
201800237,01-03-18,09:11,51450,Compliance,0.78,0.81,0.73,<1,<1
201800238,01-03-18,11:09,57750,Compliance,0.60,1.43,0.72,<1,<1
201800239,01-03-18,08:52,76150,Compliance,0.56,0.70,0.72,<1,<1
201800240,01-03-18,10:47,78150,Compliance,0.64,0.78,0.71,<1,<1
201800241,01-03-18,09:46,11250,Compliance,0.85,0.90,,<1,<1
201800242,01-03-18,08:28,17350,Compliance,0.65,0.70,,<1,<1
201800243,01-03-18,09:09,17650,Compliance,0.64,0.78,,<1,<1
201800244,01-03-18,11:32,20750,Compliance,0.67,0.80,,<1,<1
201800246,01-03-18,08:59,21750,Compliance,0.71,0.71,,<1,<1
201800247,01-03-18,09:50,27000,Operational,0.71,0.91,,<1,<1
201800248,01-03-18,09:18,27750,Compliance,0.74,1.46,,<1,<1
201800249,01-03-18,08:26,40200,Operational,0.92,0.97,,<1,<1
201800250,01-03-18,11:30,43750,Compliance,0.50,0.83,,<1,<1
201800251,01-03-18,10:47,47850,Compliance,0.48,0.69,,<1,<1
201800253,01-03-18,10:14,50300,Operational,0.72,0.82,,<1,<1
201800330,01-03-18,11:05,10250,Compliance,0.77,0.92,0.71,<1,<1
201800331,01-03-18,11:25,1S03B,Operational,0.79,0.82,0.71,<1,<1
201803342,02-03-18,12:03,1S07,Operational,0.70,0.97,,<1,<1
201803343,02-03-18,12:31,1S03,Operational,0.80,0.84,0.76,<1,<1
201803344,02-03-18,09:50,1S03A,Operational,0.76,0.81,0.76,200.5,<1
201803346,02-03-18,12:07,1SCL1,Operational,0.76,0.84,0.76,<1,<1
201803347,02-03-18,11:56,1SCH3,Operational,0.68,0.84,0.76,<1,<1
201803348,02-03-18,09:09,10750,Compliance,0.72,0.84,,<1,<1
201803349,02-03-18,08:22,11250,Compliance,0.74,0.76,,<1,<1
201803350,02-03-18,11:26,17350,Compliance,0.70,0.73,,<1,<1
201803351,02-03-18,07:39,17650,Compliance,0.67,0.78,,<1,<1
201803352,02-03-18,08:03,20750,Compliance,0.55,0.78,,<1,<1
201803353,02-03-18,08:55,20900,Operational,0.63,0.83,,<1,<1
201803354,02-03-18,08:51,21550,Compliance,0.49,0.87,,<1,<1
201803355,02-03-18,08:12,21750,Compliance,0.40,0.76,,<1,<1
201803356,02-03-18,08:45,22250,Compliance,0.39,0.82,,<1,<1
201803357,02-03-18,08:27,22950,Compliance,0.55,0.79,,<1,<1
201803358,02-03-18,07:34,26700,Operational,0.53,0.76,,<1,<1
201803359,02-03-18,11:36,26850,Compliance,0.65,0.90,,<1,<1
201803360,02-03-18,09:35,27000,Operational,0.53,0.84,,<1,<1
201803361,02-03-18,10:02,27750,Compliance,0.48,0.77,,<1,<1
201803362,02-03-18,07:37,30150,Compliance,0.42,0.76,,<1,<1
201803363,02-03-18,08:24,31050,Compliance,0.38,0.80,,<1,<1
201803364,02-03-18,10:01,31650,Compliance,0.36,0.79,,<1,<1
201803365,02-03-18,09:00,31950,Compliance,0.54,0.74,,<1,<1
201803366,02-03-18,09:35,33550,Compliance,0.39,0.83,,<1,<1
201803367,02-03-18,10:37,37450,Compliance,0.35,0.81,,<1,<1
201803368,02-03-18,11:27,3SC26,Operational,0.68,0.89,,<1,<1
201803369,02-03-18,10:40,40200,Operational,0.69,0.95,,<1,<1
201803370,02-03-18,11:20,43750,Compliance,0.47,0.88,,<1,<1
201803371,02-03-18,10:22,44450,Compliance,0.43,0.78,,<1,<1
201803372,02-03-18,07:30,46150,Compliance,0.52,0.76,,<1,<1
201803373,02-03-18,08:06,47550,Compliance,0.25,0.73,,<1,<1
201803374,02-03-18,10:49,47850,Compliance,0.44,0.76,,<1,<1
201803375,02-03-18,10:56,50300,Operational,0.66,0.87,,<1,<1
201803376,02-03-18,09:38,51450,Compliance,0.69,0.92,,<1,<1
201803377,02-03-18,10:21,57750,Compliance,0.70,0.86,,<1,<1
201803378,02-03-18,09:54,76150,Compliance,0.47,0.82,,<1,<1
201803379,02-03-18,09:27,78150,Compliance,0.46,0.85,,8.7,<1
201803507,02-03-18,10:47,1S03B,Operational,0.73,0.79,0.76,<1,<1
201806289,03-03-18,09:30,1S07,Operational,0.68,1.06,,<1,<1
201806290,03-03-18,09:45,1S03,Operational,0.77,1.02,0.76,<1,<1
201806291,03-03-18,11:26,1S03A,Operational,0.77,1.24,0.76,<1,<1
201806292,03-03-18,10:47,1S03B,Operational,0.75,1.15,0.76,<1,<1
201806293,03-03-18,09:22,1SCL1,Operational,0.74,1.17,0.77,<1,<1
201806294,03-03-18,09:13,1SCH3,Operational,0.65,1.16,0.76,<1,<1
201806295,03-03-18,10:01,11050,Compliance,0.68,1.30,,<1,<1
201806296,03-03-18,11:54,12250,Compliance,0.68,1.42,,<1,<1
201806297,03-03-18,08:26,14450,Compliance,0.61,1.15,,<1,<1
201806298,03-03-18,07:50,14850,Compliance,0.55,1.03,,<1,<1
201806299,03-03-18,12:30,16950,Compliance,0.71,1.61,,<1,<1
201806300,03-03-18,10:31,20900,Operational,0.46,1.28,,<1,<1
201806301,03-03-18,09:45,21250,Compliance,0.49,0.91,,<1,<1
201806302,03-03-18,08:54,21650,Compliance,0.45,1.03,,<1,<1
201806303,03-03-18,07:53,23150,Compliance,0.43,0.96,,<1,<1
201806304,03-03-18,08:23,23250,Compliance,0.46,1.07,,<1,<1
201806305,03-03-18,07:35,23750,Compliance,0.55,1.27,,<1,<1
201806306,03-03-18,07:58,24050,Compliance,0.45,0.84,,<1,<1
201806307,03-03-18,08:34,26850,Compliance,0.48,0.83,,<1,<1
201806308,03-03-18,11:14,27000,Operational,0.63,1.18,,<1,<1
201806309,03-03-18,09:03,30850,Compliance,0.55,1.07,,<1,<1
201806310,03-03-18,07:18,32850,Compliance,0.43,0.93,,<1,<1
201806311,03-03-18,08:24,33250,Compliance,0.49,0.87,,<1,<1
201806312,03-03-18,10:29,34950,Compliance,0.61,1.33,,<1,<1
201806313,03-03-18,07:41,35650,Compliance,0.46,0.93,,<1,<1
201806314,03-03-18,11:04,3SC26,Operational,0.65,1.13,,<1,<1
201806315,03-03-18,09:56,40200,Operational,0.74,1.24,,<1,<1
201806316,03-03-18,12:09,41250,Compliance,0.60,1.21,,<1,<1
201806317,03-03-18,09:20,41750,Compliance,0.34,0.97,,<1,<1
201806318,03-03-18,07:14,42850,Compliance,0.50,1.05,,<1,<1
201806319,03-03-18,08:50,44550,Compliance,0.21,0.82,,<1,<1
201806320,03-03-18,08:22,47750,Compliance,0.41,0.94,,<1,<1
201806321,03-03-18,10:35,50300,Operational,0.67,1.20,,<1,<1
201806322,03-03-18,09:34,51250,Compliance,0.48,0.81,,<1,<1
201806323,03-03-18,10:11,51950,Compliance,0.53,1.01,,<1,<1
201806324,03-03-18,07:37,76950,Compliance,0.31,0.97,,<1,<1
201806325,03-03-18,08:00,77150,Compliance,0.25,0.88,,<1,<1
201809460,04-03-18,09:42,1S07,Operational,0.64,0.92,0.73,<1,<1
201809461,04-03-18,09:48,1S03,Operational,0.67,0.88,0.73,<1,<1
201809462,04-03-18,09:13,1S03A,Operational,0.79,0.84,0.73,<1,<1
201809463,04-03-18,10:35,1S03B,Operational,0.78,0.84,0.73,<1,<1
201809464,04-03-18,09:07,1SCL1,Operational,0.68,0.78,0.73,<1,<1
201809465,04-03-18,08:45,1SCH3,Operational,0.62,0.82,0.72,<1,<1
201809466,04-03-18,08:19,10750,Compliance,0.67,0.84,0.73,<1,<1
201809467,04-03-18,11:24,21550,Compliance,0.32,0.82,0.74,<1,<1
201809468,04-03-18,09:20,22250,Compliance,0.76,0.83,0.73,<1,<1
201809469,04-03-18,10:14,22950,Compliance,0.41,0.76,0.74,<1,<1
201809470,04-03-18,08:40,26850,Compliance,0.50,0.77,0.74,<1,<1
201809471,04-03-18,09:02,30150,Compliance,0.34,0.75,0.72,<1,<1
201809472,04-03-18,10:10,31050,Compliance,0.58,0.84,0.73,<1,<1
201809474,04-03-18,11:19,31950,Compliance,0.54,0.85,0.73,<1,<1
201809475,04-03-18,09:05,33550,Compliance,0.45,0.82,0.74,<1,<1
201809476,04-03-18,12:21,35750,Compliance,0.43,0.86,0.73,<1,<1
201809477,04-03-18,10:56,37450,Compliance,0.51,0.87,0.74,<1,<1
201809478,04-03-18,11:58,3SC26,Operational,0.51,0.83,0.74,<1,<1
201809479,04-03-18,08:47,44450,Compliance,0.37,0.76,0.73,<1,<1
201809480,04-03-18,09:46,46150,Compliance,0.64,0.89,0.73,<1,<1
201809481,04-03-18,10:40,47550,Compliance,0.21,0.78,0.73,<1,<1
201809482,04-03-18,09:11,51450,Compliance,0.62,0.81,0.72,<1,<1
201809483,04-03-18,10:02,57750,Compliance,0.40,0.77,0.73,<1,<1
201809484,04-03-18,08:12,76150,Compliance,0.52,0.79,0.74,<1,<1
201809485,04-03-18,08:36,78150,Compliance,0.58,0.86,0.74,<1,<1
201809486,04-03-18,09:07,11250,Compliance,0.78,0.82,,<1,<1
201809487,04-03-18,10:01,17350,Compliance,0.57,0.75,,<1,<1
201809488,04-03-18,08:35,17650,Compliance,0.56,0.76,,<1,<1
201809489,04-03-18,09:44,20750,Compliance,0.54,0.86,,<1,<1
201809490,04-03-18,10:43,20900,Operational,0.50,0.83,,<1,<1
201809491,04-03-18,09:54,21750,Compliance,0.40,0.73,,<1,<1
201809492,04-03-18,09:01,27000,Operational,0.62,0.84,,<1,<1
201809493,04-03-18,08:33,27750,Compliance,0.57,0.90,,<1,<1
201809494,04-03-18,10:56,40200,Operational,0.77,0.88,,<1,<1
201809495,04-03-18,10:11,43750,Compliance,0.44,0.77,,<1,<1
201809496,04-03-18,09:35,47850,Compliance,0.39,0.82,,<1,<1
201809497,04-03-18,10:58,50200,Operational,0.65,0.85,,<1,<1
201809498,04-03-18,11:21,50300,Operational,0.68,0.80,,<1,<1
201809574,04-03-18,10:09,31650,Compliance,0.38,0.86,0.74,<1,<1
201812885,05-03-18,11:34,1S07,Operational,0.87,0.87,,<1,<1
201812886,05-03-18,09:35,1S03,Operational,0.93,0.75,0.71,<1,<1
201812887,05-03-18,10:20,1S03A,Operational,0.97,0.94,0.71,<1,<1
201812888,05-03-18,11:14,1S03B,Operational,0.94,0.87,0.72,<1,<1
201812889,05-03-18,09:13,1SCL1,Operational,0.77,0.94,0.72,<1,<1
201812890,05-03-18,09:01,1SCH3,Operational,0.70,0.99,0.71,<1,<1
201812891,05-03-18,08:50,10150,Compliance,0.79,1.01,,<1,<1
201812892,05-03-18,09:26,11750,Compliance,0.29,0.85,,<1,<1
201812893,05-03-18,09:56,12150,Compliance,0.99,0.91,,<1,<1
201812894,05-03-18,12:18,14000,Operational,0.84,0.95,,<1,<1
201812895,05-03-18,11:55,15050,Compliance,0.66,0.83,,<1,<1
201812896,05-03-18,08:39,16250,Compliance,0.68,1.16,,<1,<1
201812897,05-03-18,12:14,18500,Operational,0.69,0.87,,<1,<1
201812898,05-03-18,10:08,20900,Operational,0.71,0.98,,<1,<1
201812899,05-03-18,08:42,21900,Operational,0.73,0.93,,<1,<1
201812900,05-03-18,11:49,23850,Compliance,0.67,0.95,,<1,<1
201812901,05-03-18,11:06,25150,Compliance,0.71,0.96,,<1,<1
201812902,05-03-18,09:36,26750,Compliance,0.57,1.48,,<1,<1
201812903,05-03-18,09:21,27000,Operational,0.71,0.91,,<1,<1
201812904,05-03-18,12:30,27550,Compliance,0.52,0.83,,<1,<1
201812905,05-03-18,11:50,27600,Operational,0.71,0.95,,<1,<1
201812906,05-03-18,08:45,27850,Compliance,0.54,0.93,,<1,<1
201812907,05-03-18,11:16,29050,Compliance,0.69,0.87,,<1,<1
201812908,05-03-18,10:34,29450,Compliance,0.80,0.97,,<1,<1
201812909,05-03-18,08:47,30250,Compliance,0.45,0.85,,<1,<1
201812910,05-03-18,09:44,32650,Compliance,0.61,0.95,,<1,<1
201812911,05-03-18,11:38,33300,Operational,0.73,0.93,,<1,<1
201812913,05-03-18,10:30,35150,Compliance,0.64,0.95,,<1,<1
201812914,05-03-18,11:11,36350,Compliance,0.61,0.93,,<1,<1
201812915,05-03-18,12:17,37300,Operational,0.45,0.99,,<1,<1
201812916,05-03-18,10:54,3SC26,Operational,0.74,0.88,,<1,<1
201812917,05-03-18,09:01,40200,Operational,0.86,0.95,,<1,<1
201812918,05-03-18,09:25,40650,Compliance,0.67,0.83,,<1,<1
201812919,05-03-18,12:54,41300,Operational,0.68,0.98,,<1,<1
201812920,05-03-18,12:21,41450,Compliance,0.53,0.97,,<1,<1
201812921,05-03-18,10:00,42750,Compliance,0.38,0.80,,<1,<1
201812922,05-03-18,08:15,44250,Compliance,0.11,0.71,,<1,<1
201812923,05-03-18,12:07,46950,Compliance,0.60,0.98,,<1,<1
201812924,05-03-18,11:34,48600,Operational,0.62,0.94,,<1,<1
201812925,05-03-18,09:48,50200,Operational,0.72,0.85,,<1,<1
201812926,05-03-18,08:55,50300,Operational,0.80,0.96,,<1,<1
201812927,05-03-18,10:11,51850,Compliance,0.50,1.01,,<1,<1
201812928,05-03-18,11:17,55450,Compliance,0.29,1.11,,<1,<1
201812929,05-03-18,10:51,57200,Operational,0.61,1.19,,<1,<1
201812930,05-03-18,09:19,58950,Compliance,0.77,0.97,,<1,<1
201812931,05-03-18,10:24,78350,Compliance,0.68,0.93,,<1,<1
201812932,05-03-18,10:59,79150,Compliance,0.42,0.93,,<1,<1
201812994,05-03-18,10:32,34850,Compliance,0.63,0.96,,<1,<1
201816295,06-03-18,10:24,1S07,Operational,0.77,0.71,,<1,<1
201816296,06-03-18,09:07,1S03,Operational,0.84,0.70,0.72,<1,<1
201816297,06-03-18,11:31,1S03A,Operational,0.96,0.69,0.74,<1,<1
201816298,06-03-18,10:31,1S03B,Operational,0.74,0.63,0.74,<1,<1
201816299,06-03-18,08:41,1SCL1,Operational,0.78,0.34,0.77,<1,<1
201816300,06-03-18,08:30,1SCH3,Operational,0.63,0.70,0.75,<1,<1
201816301,06-03-18,07:56,13150,Compliance,0.58,0.62,,<1,<1
201816302,06-03-18,11:01,16450,Compliance,0.69,0.69,,<1,<1
201816303,06-03-18,07:17,16650,Compliance,0.86,0.73,,<1,<1
201816304,06-03-18,09:55,18750,Compliance,0.75,0.60,,<1,<1
201816305,06-03-18,09:27,20900,Operational,0.64,0.61,,<1,<1
201816306,06-03-18,09:56,22550,Compliance,0.57,0.76,,<1,<1
201816307,06-03-18,12:11,24850,Compliance,0.58,0.65,,<1,<1
201816308,06-03-18,11:24,25350,Compliance,0.52,0.75,,<1,<1
201816309,06-03-18,10:27,25550,Compliance,0.50,0.69,,<1,<1
201816310,06-03-18,09:57,26550,Compliance,0.52,0.70,,<1,<1
201816311,06-03-18,08:48,27000,Operational,0.69,0.71,,<1,<1
201816312,06-03-18,10:36,28950,Compliance,0.34,0.71,,<1,<1
201816313,06-03-18,09:49,30750,Compliance,0.43,0.14,,<1,<1
201816314,06-03-18,07:28,31350,Compliance,0.42,0.67,,<1,<1
201816315,06-03-18,09:10,32050,Compliance,0.52,0.68,,<1,<1
201816316,06-03-18,07:56,34350,Compliance,0.52,0.80,,<1,<1
201816317,06-03-18,08:34,35450,Compliance,0.34,0.15,,<1,<1
201816318,06-03-18,10:50,3SC26,Operational,0.69,0.44,,<1,<1
201816319,06-03-18,09:17,40200,Operational,0.95,0.81,,<1,<1
201816320,06-03-18,07:31,41950,Compliance,0.65,0.64,,<1,<1
201816321,06-03-18,08:24,43550,Compliance,0.53,0.61,,<1,<1
201816322,06-03-18,09:38,44150,Compliance,0.82,0.77,,<1,<1
201816323,06-03-18,12:40,45850,Compliance,0.49,0.69,,<1,<1
201816324,06-03-18,07:53,46450,Compliance,0.77,0.72,,<1,<1
201816325,06-03-18,09:13,50050,Compliance,0.11,0.64,,<1,<1
201816326,06-03-18,08:47,50300,Operational,0.68,0.96,,<1,<1
201816327,06-03-18,07:31,52350,Compliance,0.09,0.63,,<1,<1
201816328,06-03-18,08:05,58850,Compliance,0.62,0.76,,<1,<1
201816329,06-03-18,11:32,77550,Compliance,0.51,0.71,,<1,<1
201816330,06-03-18,11:00,77850,Compliance,0.51,0.69,,<1,<1
201816331,06-03-18,10:27,78650,Compliance,0.20,0.72,,<1,<1
201819872,07-03-18,09:16,1S07,Operational,0.78,0.89,,<1,<1
201819873,07-03-18,10:22,1S03,Operational,0.81,0.88,0.72,<1,<1
201819874,07-03-18,10:00,1S03A,Operational,0.94,0.88,0.71,<1,<1
201819875,07-03-18,11:26,1S03B,Operational,0.83,0.85,0.71,<1,<1
201819876,07-03-18,09:37,1SCL1,Operational,0.87,0.18,0.83,<1,<1
201819877,07-03-18,09:26,1SCH3,Operational,0.73,0.91,0.71,<1,<1
201819878,07-03-18,11:25,11150,Compliance,0.84,0.86,,<1,<1
201819879,07-03-18,09:30,11450,Compliance,0.80,1.03,,<1,<1
201819880,07-03-18,10:24,12550,Compliance,0.94,0.87,,<1,<1
201819881,07-03-18,08:38,14950,Compliance,0.54,0.10,,<1,<1
201819882,07-03-18,08:55,18800,Operational,0.42,0.82,,<1,<1
201819884,07-03-18,12:17,20350,Compliance,0.43,4.59,,<1,<1
201819885,07-03-18,11:39,20900,Operational,0.59,0.92,,<1,<1
201819886,07-03-18,10:51,22350,Compliance,0.47,0.92,,<1,<1
201819887,07-03-18,11:54,25050,Compliance,0.50,0.81,,<1,<1
201819888,07-03-18,13:05,25450,Compliance,0.46,0.86,,<1,<1
201819889,07-03-18,09:45,25900,Operational,0.37,0.79,,<1,<1
201819890,07-03-18,12:27,26300,Operational,0.51,0.78,,<1,<1
201819891,07-03-18,10:55,27000,Operational,0.60,0.83,,<1,<1
201819892,07-03-18,09:05,28450,Compliance,0.40,0.93,,<1,<1
201819893,07-03-18,08:20,28550,Compliance,0.57,0.76,,<1,<1
201819894,07-03-18,10:11,30450,Compliance,0.34,0.86,,<1,<1
201819896,07-03-18,11:00,32750,Compliance,0.41,1.02,,<1,<1
201819897,07-03-18,10:45,33150,Compliance,0.73,0.18,,<1,<1
201819898,07-03-18,11:41,33850,Compliance,0.38,0.77,,<1,<1
201819899,07-03-18,08:53,36500,Operational,0.45,0.88,,<1,<1
201819900,07-03-18,09:25,36600,Operational,0.44,0.96,,<1,<1
201819901,07-03-18,12:18,39800,Operational,0.45,0.81,,<1,<1
201819902,07-03-18,09:41,3SC26,Operational,0.82,0.19,,<1,<1
201819903,07-03-18,09:18,40200,Operational,0.64,0.89,,<1,<1
201819904,07-03-18,09:54,40450,Compliance,0.24,0.69,,<1,<1
201819905,07-03-18,08:27,40550,Compliance,0.60,0.86,,<1,<1
201819906,07-03-18,07:32,41550,Compliance,0.56,0.71,,<1,<1
201819907,07-03-18,08:09,43050,Compliance,0.34,0.73,,<1,<1
201819908,07-03-18,11:14,43900,Operational,0.33,0.88,,<1,<1
201819909,07-03-18,08:44,45750,Compliance,0.37,2.26,,1,<1
201819910,07-03-18,08:03,48700,Operational,0.23,0.82,,<1,<1
201819912,07-03-18,11:36,50300,Operational,0.61,0.75,,<1,<1
201819913,07-03-18,10:13,51550,Compliance,0.04,0.76,,<1,<1
201819914,07-03-18,08:42,52550,Compliance,0.29,0.87,,<1,<1
201819915,07-03-18,10:58,56400,Operational,0.16,0.80,,<1,<1
201819916,07-03-18,09:28,58300,Operational,0.72,0.95,,<1,<1
201819917,07-03-18,10:11,76850,Compliance,0.47,0.74,,<1,<1
201819918,07-03-18,09:18,77350,Compliance,0.17,0.77,,<1,<1
201819919,07-03-18,10:44,78450,Compliance,0.20,0.77,,<1,<1
201819997,07-03-18,09:44,77350,Compliance,0.24,0.84,,<1,<1
201820015,07-03-18,08:26,31850,Compliance,0.39,0.78,,<1,<1
201823322,08-03-18,08:35,1S07,Operational,0.62,0.60,,<1,<1
201823323,08-03-18,10:46,1S03,Operational,0.72,0.55,0.74,<1,<1
201823324,08-03-18,10:51,1S03A,Operational,0.96,0.53,0.74,<1,<1
201823325,08-03-18,09:41,1S03B,Operational,0.63,0.49,0.74,<1,<1
201823326,08-03-18,11:15,1SCL1,Operational,0.91,0.12,0.77,<1,<1
201823327,08-03-18,11:06,1SCH3,Operational,0.63,0.57,0.74,<1,<1
201823328,08-03-18,08:14,10250,Compliance,0.50,0.53,,<1,<1
201823329,08-03-18,11:35,10550,Compliance,0.45,0.14,,<1,<1
201823330,08-03-18,10:13,13550,Compliance,0.55,0.59,,<1,<1
201823331,08-03-18,08:52,13600,Operational,0.98,0.55,,<1,<1
201823332,08-03-18,10:19,17050,Compliance,0.21,0.41,,<1,<1
201823333,08-03-18,08:20,18450,Compliance,0.90,0.51,,<1,<1
201823334,08-03-18,10:04,20900,Operational,0.52,0.49,,<1,<1
201823335,08-03-18,10:53,21050,Compliance,0.64,0.53,,<1,<1
201823336,08-03-18,11:22,21350,Compliance,0.45,0.53,,<1,<1
201823337,08-03-18,09:52,21950,Compliance,0.57,0.50,,<1,<1
201823338,08-03-18,10:57,24650,Compliance,0.22,0.52,,<1,<1
201823339,08-03-18,08:30,24700,Operational,0.62,0.58,,<1,<1
201823340,08-03-18,10:19,24950,Compliance,0.60,0.56,,<1,<1
201823341,08-03-18,09:00,25950,Compliance,0.57,0.51,,<1,<1
201823342,08-03-18,09:06,26950,Compliance,0.38,0.44,,<1,<1
201823343,08-03-18,09:32,27000,Operational,0.72,0.56,,<1,<1
201823344,08-03-18,08:10,30350,Compliance,0.44,0.46,,<1,<1
201823345,08-03-18,09:11,34050,Compliance,0.49,0.49,,<1,<1
201823346,08-03-18,11:46,34150,Compliance,0.47,0.50,,<1,<1
201823347,08-03-18,10:02,35000,Operational,0.47,0.50,,<1,<1
201823348,08-03-18,11:13,35050,Compliance,0.69,<0.10,,<1,<1
201823349,08-03-18,08:49,36000,Operational,0.45,0.51,,<1,<1
201823350,08-03-18,10:40,38650,Compliance,0.32,0.52,,<1,<1
201823351,08-03-18,09:23,39400,Operational,0.45,<0.10,,<1,<1
201823352,08-03-18,09:24,3SC26,Operational,0.60,<0.10,,<1,<1
201823353,08-03-18,07:46,40200,Operational,0.92,0.49,,<1,<1
201823354,08-03-18,08:15,40300,Operational,0.71,0.52,,<1,<1
201823355,08-03-18,11:56,40850,Compliance,0.62,0.54,,<1,<1
201823356,08-03-18,11:25,40950,Compliance,0.84,0.58,,<1,<1
201823357,08-03-18,10:36,42350,Compliance,0.68,0.54,,<1,<1
201823358,08-03-18,09:18,42950,Compliance,0.70,0.54,,<1,<1
201823359,08-03-18,09:48,43950,Compliance,0.25,0.48,,<1,<1
201823360,08-03-18,11:17,50200,Operational,0.62,0.47,,<1,<1
201823361,08-03-18,11:47,50300,Operational,0.73,0.56,,<1,<1
201823362,08-03-18,10:20,51050,Compliance,0.59,0.52,,<1,<1
201823363,08-03-18,09:49,58350,Compliance,0.23,0.42,,<1,<1
201823364,08-03-18,09:19,58400,Operational,0.40,0.44,,<1,<1
201823365,08-03-18,10:48,59350,Compliance,0.60,0.54,,<1,<1
201823366,08-03-18,08:41,77050,Compliance,0.40,0.47,,<1,<1
201823367,08-03-18,08:07,77650,Compliance,0.34,0.48,,<1,<1
201826618,09-03-18,10:44,20900,Operational,0.56,0.76,,<1,<1
201826619,09-03-18,07:37,21550,Compliance,0.39,0.60,,<1,<1
201826620,09-03-18,10:09,21850,Compliance,0.35,0.68,,<1,<1
201826621,09-03-18,11:49,22050,Compliance,0.44,0.59,,<1,<1
201826622,09-03-18,09:18,23350,Compliance,0.50,0.69,,<1,<1
201826623,09-03-18,08:36,25250,Compliance,0.41,0.68,,<1,<1
201826624,09-03-18,11:18,27000,Operational,0.75,1.01,,<1,<1
201826625,09-03-18,12:24,41350,Compliance,0.70,0.86,,<1,<1
201826626,09-03-18,07:38,40200,Operational,0.70,0.66,,<1,<1
201826627,09-03-18,11:36,41150,Compliance,0.47,0.67,,<1,<1
201826628,09-03-18,08:40,41850,Compliance,0.33,0.57,,<1,<1
201826629,09-03-18,08:11,43750,Compliance,0.48,0.63,,<1,<1
201826630,09-03-18,11:00,44750,Compliance,0.66,0.82,,<1,<1
201826631,09-03-18,09:07,76650,Compliance,0.44,0.68,,<1,<1
201826632,09-03-18,09:39,78050,Compliance,0.18,0.60,,<1,<1
201826633,09-03-18,10:25,78850,Compliance,0.09,0.64,,<1,<1
201826634,09-03-18,11:54,23650,Compliance,0.54,1.06,,<1,<1
201826635,09-03-18,11:03,29550,Compliance,0.30,0.66,,<1,<1
201826636,09-03-18,10:15,50300,Operational,0.77,0.78,,<1,<1
201826637,09-03-18,09:52,50650,Compliance,0.61,0.83,,<1,<1
201826638,09-03-18,09:14,51150,Compliance,0.67,0.82,,<1,<1
201826639,09-03-18,08:29,58650,Compliance,0.31,0.71,,<1,<1
201826650,09-03-18,10:38,17550,Compliance,0.67,0.65,,<1,<1
201826651,09-03-18,11:19,1S07,Operational,0.65,0.82,,<1,<1
201826652,09-03-18,08:57,30950,Compliance,0.30,0.61,,<1,<1
201826653,09-03-18,08:30,32550,Compliance,0.51,0.64,,<1,<1
